%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
1        NO_ID      5              5              3              3              3              5              -70.5          -8             4              -2             -12            -1             -1             
2        NO_ID      0.0003130547704 5.261511526    1.089685155    5.007603166    1.524275799    8.758367453    10.5375485     -3.261825      -0.738175      3.261198       -17.784222     4.656906       -6.936129      
3        NO_ID      1.881784649    7.154588675    3.868742493    4.432629503    3.13603324     0.7766548827   29.9419385     -7.036373      3.036373       3.272804       -21.581981     1.187343       3.20484        
4        NO_ID      3.238613844    1.382884421    1.855386161    0.71280464     3.738390145    0.3079274484   -13.67457      -2.621498      -1.378502      -3.855729      -2.910039      -1.977055      3.146853       
5        NO_ID      5.33662603     2.673689501    3.679775591    4.482545097    2.423626286    7.217459789    -80.496803     -6.010316      2.010316       -4.662937      -4.684442      0.94464        -3.549666      
6        NO_ID      3.84667562     1.077151103    2.471438252    3.694055095    3.65598971     8.047623778    9.210896       -2.923827      -1.076173      -4.769525      -1.384778      -0.026567      -4.477946      
7        NO_ID      6.41283322     0.4879215874   1.199247899    1.139148329    4.777310153    3.129369045    -217.446028    -4.900755      0.900755       -7.924912      2.949068       0.381856       -2.2882        
8        NO_ID      5.305542716    0.2564194381   4.856598169    2.768128097    4.95262217     9.302011449    -68.849986     -3.561962      -0.438038      -7.049123      2.536284       2.215085       -9.114745      
9        NO_ID      8.906416031    0.1342333994   3.424297196    1.744461191    3.10615549     5.388285143    -539.276584    -7.040649      3.040649       -10.772183     6.503716       -2.075511      -1.399554      
10       NO_ID      0.9083986706   7.456456226    1.263916446    5.46556236     4.804390939    0.9962736121   17.857426      -6.364855      2.364855       4.548058       -23.46097      4.479548       -0.2521        
11       NO_ID      4.370599172    6.660288017    4.784278128    3.543750877    3.547329626    2.422573102    -32.9340695    -9.030887      5.030887       0.289689       -17.610265     2.727399       1.277857       
12       NO_ID      6.186123693    0.1809157898   1.260671418    1.656790588    4.786273792    9.759067399    -150.255694    -4.367039      0.367039       -8.005208      3.643376       0.682055       -8.949841      
13       NO_ID      0.6457802889   3.629315795    4.164227999    1.769977805    1.011313517    5.365685921    0.1940055      -2.275096      -1.724904      0.983536       -12.242167     -0.874595      -5.32056       
14       NO_ID      1.083272012    6.552697679    1.475958299    5.146699799    4.055679261    2.003359349    20.312418      -5.63597       1.63597        3.469426       -20.574821     3.469403       0.882182       
15       NO_ID      0.4605704874   0.8081818702   2.245076804    3.008769014    1.25388322     7.538212048    5.0457425      0.731248       -4.731248      -1.652389      -3.963975      -0.421322      -6.587136      
16       NO_ID      4.72988527     5.181736716    4.779592229    5.409887963    4.991326064    5.542888546    -35.831762     -7.911622      3.911622       -1.548149      -12.815325     4.576836       -5.508268      
17       NO_ID      9.327795137    2.252873244    2.616243969    0.3185688538   2.45781732     3.839262404    -620.4793375   -9.580668      5.580668       -9.074922      0.569175       -3.534162      -0.133224      
18       NO_ID      6.483230822    3.660425578    1.309076356    3.969470774    1.596863609    8.71669474     -177.130784    -8.143656      4.143656       -4.822805      -6.498046      2.828694       -6.685486      
19       NO_ID      1.48849486     7.133108157    3.459519633    1.71971546     1.838491632    1.322150175    14.1544695     -6.621603      2.621603       3.644613       -21.91083      -2.069126      1.328748       
20       NO_ID      1.377993646    9.939204762    4.285772159    5.959023622    1.873341572    5.629499255    50.832533      -9.317198      5.317198       6.561211       -30.439621     3.612234       -2.898858      
21       NO_ID      4.993971654    3.681584501    3.556280361    5.106036356    4.435359483    5.217090475    -61.1904815    -6.675556      2.675556       -3.312387      -8.050782      1.415484       -3.277347      
22       NO_ID      3.639613466    0.9835259109   1.047993615    3.943038319    1.430020653    8.392783715    17.455868      -2.623139      -1.376861      -4.656088      -1.310964      3.753367       -6.857619      
23       NO_ID      7.515891975    9.596432191    3.894334541    1.620948877    3.191850594    6.082347439    -311.8086675   -15.112324     11.112324      0.08054        -23.273405     -1.579217      -2.119154      
24       NO_ID      6.013402383    7.25384855     3.173035259    3.305408091    4.99585652     5.901320132    -140.9509685   -11.267251     7.267251       -0.759554      -17.748143     -0.664651      -5.884763      
25       NO_ID      3.487464927    3.823026379    2.441737761    4.929811835    1.898338218    5.926062486    16.6887915     -5.310491      1.310491       -1.664439      -9.981614      1.241469       -3.139721      
26       NO_ID      9.332203883    6.350667745    3.269116343    1.557568337    1.034022504    9.540581973    -570.7240575   -13.682872     9.682872       -4.981536      -11.719799     -2.370008      -9.405649      
27       NO_ID      8.561221146    8.443805631    3.016492897    4.794172785    2.107994782    5.170766257    -457.915831    -15.005027     11.005027      -2.117416      -18.770196     0.794445       -1.96644       
