%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
1        NO_ID      5              5              3              3              3              5              -70.5          -8             4              -2             -12            -1             -1             
2        NO_ID      0.0005478458482 9.20764517     2.156949021    1.263305541    3.917482648    5.327143043    -17.2404405    -7.208193      3.208193       7.207097       -29.622388     -2.02596       -2.168917      
3        NO_ID      3.293123135    7.520530181    4.020299363    3.25710163     3.73805817     6.359146045    29.5674305     -8.813653      4.813653       2.227407       -21.268467     0.298112       -2.903876      
4        NO_ID      8.167574228    2.420047737    2.496925781    4.24740812     3.792182754    0.5388730348   -424.8684855   -8.587622      4.587622       -7.747526      -1.092569      0.500492       2.833573       
5        NO_ID      6.839095553    4.678956626    4.689607285    4.844453919    1.491346       5.130554631    -232.2459805   -9.518052      5.518052       -4.160139      -9.197774      3.699227       -3.406592      
6        NO_ID      9.231682336    6.885014431    3.575016941    3.464596417    4.647981992    9.083341611    -544.9984275   -14.116697     10.116697      -4.346668      -13.423361     -0.204759      -7.799186      
7        NO_ID      3.722458134    3.353862778    4.348683823    1.993509576    1.610292768    2.976395829    -16.0872215    -5.076321      1.076321       -2.368595      -8.33913       -0.187542      -0.907682      
8        NO_ID      4.284699752    2.948734017    4.749046795    3.34422417     3.917088797    8.778520035    -0.5971285     -5.233434      1.233434       -3.335966      -6.561502      2.403389       -5.619572      
9        NO_ID      0.5862280543   2.734908449    3.242520093    3.052807084    2.685772107    1.929499       -10.341737     -1.321137      -2.678863      0.14868        -9.618497      -0.888377      1.971762       
10       NO_ID      9.089697673    0.5487983956   2.461853781    2.06473413     3.657684143    9.243478821    -539.78934     -7.638496      3.638496       -10.540899     5.443302       -1.645665      -5.676027      
11       NO_ID      5.148548551    1.655504029    2.622486724    1.701564035    2.457826846    4.239502928    -97.4789285    -4.804053      0.804053       -5.493045      -1.817964      -2.15592       -0.533455      
12       NO_ID      3.325716464    5.316602632    3.456174982    1.399383529    4.625979137    4.578367949    7.354763       -6.642319      2.642319       -0.009114      -14.624091     -2.392521      -3.222176      
13       NO_ID      8.630115506    6.351302642    3.537398999    3.097461159    3.019798654    6.889950362    -467.855593    -12.981418     8.981418       -4.278813      -12.423792     -0.613741      -2.890342      
14       NO_ID      9.39572602     3.967220939    3.832927023    1.506724648    3.347438707    3.50587886     -623.2824085   -11.362947     7.362947       -7.428505      -4.505937      -1.799508      0.373407       
15       NO_ID      3.305998353    3.914318273    4.178884407    5.265345775    1.444295636    8.191871083    41.2109915     -5.220317      1.220317       -1.39168       -10.436956     2.655114       -6.612087      
16       NO_ID      0.7772992229   4.068039252    1.614286401    0.4673039347   4.984820612    2.200054956    -10.360846     -2.845338      -1.154662      1.29074        -13.426819     -1.612494      -2.139568      
17       NO_ID      6.32364149     1.442528177    2.828426945    3.557495494    1.551180311    9.218709208    -160.6922805   -5.76617       1.76617        -6.881113      -0.003943      -0.413067      -7.317788      
18       NO_ID      8.845653939    8.905744762    4.540883623    5.446573854    4.044511316    2.754215795    -505.688394    -15.751399     11.751399      -1.939909      -19.87158      3.820896       0.15478        
19       NO_ID      0.1048660046   2.482939275    1.304159358    0.009502055128 3.467360356    2.313762807    -43.436507     -0.587805      -3.412195      0.378073       -9.343952      -1.114622      1.467811       
20       NO_ID      7.41148888     4.893608333    3.750101279    1.428291338    4.528347751    2.351623696    -323.043667    -10.305097     6.305097       -4.517881      -9.269336      -2.009057      -0.687471      
21       NO_ID      3.739450394    8.942772876    1.473490631    2.935563623    1.011879096    9.129908331    31.961432      -10.682223     6.682223       3.203322       -25.088868     1.265794       -9.082533      
22       NO_ID      6.369323566    9.221170344    1.083988827    5.400317059    1.752536143    9.687371501    -139.5504965   -13.590494     9.590494       0.851847       -23.294187     5.071416       -7.243538      
23       NO_ID      5.652810957    6.793756334    2.065085447    1.336660535    1.83573854     5.644108018    -123.0477565   -10.446567     6.446567       -0.859055      -16.728458     -1.789274      -2.999613      
24       NO_ID      0.52345417     7.694234963    3.802811704    4.284464159    2.99274891     0.3273102317   1.2601105      -6.217689      2.217689       5.170781       -24.559251     0.928971       3.672637       
25       NO_ID      1.103063622    9.190296162    1.523041081    4.127170711    4.572091881    0.3706093507   20.605273      -8.29336       4.29336        6.087233       -28.467825     2.308578       1.157918       
26       NO_ID      8.831356796    8.613668554    4.9709536      5.725744589    4.059539383    4.196018453    -497.382421    -15.445025     11.445025      -2.217688      -19.009649     5.610403       -1.318642      
27       NO_ID      2.482137006    7.276659853    4.528862569    2.389802373    1.938990869    4.04884095     27.95174       -7.758797      3.758797       2.794523       -21.347843     0.727223       -1.174581      
28       NO_ID      8.869851119    5.587761908    2.405752725    3.729065827    3.939569232    3.350226215    -523.5494335   -12.457613     8.457613       -5.282089      -9.893435      0.082196       -0.233017      
29       NO_ID      7.25199188     4.227523428    1.794505079    1.870286957    4.941927565    9.941472248    -257.407978    -9.479515      5.479515       -5.024468      -7.430578      -0.676495      -9.712555      
30       NO_ID      6.324074607    8.721912489    4.673278881    1.197231588    3.580861639    1.35389864     -193.3198925   -13.045987     9.045987       0.397838       -21.841663     -0.002906      2.308701       
