%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
1        NO_ID      5              5              3              3              3              5              -70.5          -8             4              -2             -12            -1             -1             
2        NO_ID      7.826369259e-05 1.315377881    4.022421289    2.751900792    3.13106895     2.189591863    -37.8070815    0.684544       -4.684544      -0.6847        -5.946055      -0.202754      1.793229       
3        NO_ID      0.4704461621   6.788647169    3.717185623    5.608157376    2.53400831     5.194163721    15.617259      -5.259093      1.259093       4.318201       -21.895495     2.122513       -1.411312      
4        NO_ID      8.309653461    0.3457211053   1.21384654     3.17820116     3.684597536    0.07698186211  -455.8157605   -6.655375      2.655375       -9.963932      5.27249        2.368545       3.454344       
5        NO_ID      3.834156508    0.6684223752   2.669943898    4.120636274    3.355906571    9.304364947    21.4295955     -2.502579      -1.497421      -5.165734      -0.171111      0.229573       -5.431034      
6        NO_ID      8.461668905    5.269287776    1.367859563    3.923513774    2.663997427    7.011905944    -442.2667425   -11.730957     7.730957       -5.192381      -9.346194      2.587396       -3.124804      
7        NO_ID      9.103208305    7.621980397    2.049811975    0.2847870822   3.944327538    3.282342261    -572.496268    -14.725189     10.725189      -3.481228      -15.762733     -2.812356      -0.174097      
8        NO_ID      6.326385679    7.56410486     4.964149542    2.192032024    1.988155542    9.825502862    -145.839689    -11.890491     7.890491       -0.762281      -18.365929     2.049915       -6.849332      
9        NO_ID      7.226604008    7.53355835     3.606074299    0.4361152977   3.526538872    8.847071286    -263.275939    -12.760162     8.760162       -1.693046      -17.374071     -3.196559      -5.124314      
10       NO_ID      2.727099668    4.364114057    4.065979112    2.86639059     1.951097735    2.749068403    16.099668      -5.091214      1.091214       -0.362986      -12.365243     0.002702       0.150736       
11       NO_ID      3.592649793    1.665072004    2.946069532    5.385937719    4.636832407    0.6056432755   -3.612902      -3.257722      -0.742278      -3.927578      -3.402566      1.388846       0.715136       
12       NO_ID      9.046530923    5.045228947    3.065167855    1.914197647    4.946568448    4.93976685     -552.790482    -12.09176      8.09176        -6.001302      -8.089156      -2.081556      -4.728896      
13       NO_ID      2.661445072    0.9073289488   4.791057       0.4424944513   3.002828379    3.84142148     5.8295555      -1.568774      -2.431226      -3.754116      -2.060542      -0.34962       0.158571       
14       NO_ID      2.770818003    9.13817442     3.118989575    2.78667495     4.763919815    0.5008398371   22.8430895     -9.908992      5.908992       4.367356       -26.643705     -1.199167      0.387747       
15       NO_ID      7.615142622    7.702045468    4.311269201    0.7521922536   1.063470805    6.884553012    -328.6415      -13.317188     9.317188       -1.913097      -17.490994     -1.528381      -6.634698      
16       NO_ID      8.682471318    6.295434179    3.944898057    4.352471991    4.997831516    8.885722137    -453.078617    -12.977905     8.977905       -4.387037      -12.203831     1.245304       -8.877053      
17       NO_ID      2.331948784    3.063218311    2.404060992    3.079642213    3.36445433     8.459815601    50.3393785     -3.395167      -0.604833      -1.26873       -8.857706      -0.565214      -4.592643      
18       NO_ID      4.120807706    8.415106395    2.077269089    2.492367693    3.149215902    4.679173685    -15.7587865    -10.535914     6.535914       2.294299       -23.124511     -0.6562        -0.701439      
19       NO_ID      2.872123715    1.783277039    1.614879908    3.429928865    4.209622908    0.3305375438   6.78245        -2.655401      -1.344599      -3.088847      -4.477707      1.348487       2.206275       
20       NO_ID      5.344498411    4.98480119     4.82144304     4.489755905    3.218335393    8.907374814    -60.899971     -8.3293        4.3293         -2.359697      -11.609905     3.807411       -4.955045      
21       NO_ID      6.248492913    8.420396125    1.63907009     1.276509089    3.858839871    1.304272619    -188.8040165   -12.668889     8.668889       0.171903       -21.012695     -0.871361      1.958121       
22       NO_ID      0.9099033665   2.745881478    1.011998404    2.48575958     1.107505163    7.098195929    17.3065765     -1.655785      -2.344215      -0.164022      -9.327741      2.43791        -6.679733      
23       NO_ID      9.378972994    2.399108048    1.723583635    1.905237219    4.547962649    6.52058686     -607.6832255   -9.778081      5.778081       -8.979865      0.181649       -0.465524      -4.916775      
24       NO_ID      1.503350596    6.813462138    2.543258815    2.326352023    2.99896413     1.475330033    16.6096285     -6.316813      2.316813       3.310112       -20.937036     -1.465035      2.524669       
25       NO_ID      5.871866232    8.455756595    3.36043444     5.732452959    3.224584554    1.481515622    -133.628657    -12.327623     8.327623       0.58389        -21.495404     1.862366       2.468046       
26       NO_ID      9.833050971    4.087666936    1.567279086    3.389392084    2.008505626    4.885145493    -692.373138    -11.920718     7.920718       -7.745384      -4.42995       1.442081       -1.868207      
27       NO_ID      4.640305287    9.610951408    1.504123224    1.198543196    2.276998696    6.292691564    -39.7777525    -12.251257     8.251257       2.970646       -26.192549     -0.563809      -2.815422      
28       NO_ID      1.267121588    6.512537415    3.486536104    4.818437975    1.991367033    4.764318031    32.215007      -5.779659      1.779659       3.245416       -20.270491     1.055155       -1.781658      
29       NO_ID      3.893141697    2.032503347    1.113500726    5.410040994    2.705989652    1.420210321    -17.6883825    -3.925645      -0.074355      -3.860638      -4.204368      4.968921       2.493348       
30       NO_ID      9.474867801    4.103130356    1.524754126    5.313890227    1.36869452     1.62198552     -630.863359    -11.577998     7.577998       -7.371737      -4.834523      3.490241       -0.283143      
31       NO_ID      0.7106356512   3.653390288    2.012229454    0.8106562099   4.132612675    4.553072841    -4.46877       -2.364026      -1.635974      0.942755       -12.249535     -2.213653      -1.835884      
32       NO_ID      3.495241447    4.523001693    4.235778348    5.590046402    3.60658422     2.152483841    8.726664       -6.018243      2.018243       -0.97224       -12.073764     3.117195       1.479572       
33       NO_ID      6.795923676    9.089218853    2.000502376    5.165159016    2.885049314    5.059558752    -218.8945665   -13.885143     9.885143       0.293295       -22.471733     2.164155       -1.072772      
34       NO_ID      6.003937384    8.175614829    4.023374129    2.773469876    4.805469802    6.327387       -137.078434    -12.179552     8.179552       0.171677       -20.522907     -0.179236      -5.587108      
35       NO_ID      4.393303205    8.246973869    3.755923652    4.213239892    4.948581999    9.544149027    14.6486065     -10.640277     6.640277       1.853671       -22.347618     0.78466        -9.341121      
36       NO_ID      8.512696684    2.893162031    3.149702965    3.086607997    1.413735712    4.140284832    -473.69005     -9.405859      5.405859       -7.619535      -2.166789      -0.890981      -2.656519      
37       NO_ID      5.767166398    8.76565719     2.760154637    4.378486082    4.477054951    7.156423348    -103.8745135   -12.532824     8.532824       0.998491       -22.529805     0.436012       -5.338115      
38       NO_ID      8.00720327     7.065354743    3.966863591    0.114554423    4.544124469    5.249874054    -393.142983    -13.072558     9.072558       -2.941849      -15.188861     -2.95062       -3.634194      
39       NO_ID      4.633227342    0.6519387293   3.853689283    2.933658956    3.670716261    6.820491197    -43.117711     -3.285166      -0.714834      -5.981289      0.677411       -0.337556      -3.270351      
40       NO_ID      1.995547471    9.166338956    4.463530676    5.340112078    3.175793228    1.39194999     39.2920695     -9.161886      5.161886       5.170791       -27.503469     3.482034       2.577147       
41       NO_ID      4.503474363    9.893624997    1.862127928    2.67614056     2.262929651    5.146594576    -31.34107      -12.397099     8.397099       3.390151       -27.177401     -0.029107      -1.689867      
42       NO_ID      8.815041189    4.397255627    2.870127126    4.839899503    2.460632241    2.115189574    -516.9854725   -11.212297     7.212297       -6.417786      -6.376726      0.856766       1.593893       
43       NO_ID      9.99116654     1.536044796    3.521953079    3.698102194    1.00238017     0.008789999415 -736.933709    -9.527211      5.527211       -10.455122     3.383032       -0.029463      0.000725       
44       NO_ID      7.733520161    7.2733499      2.276710353    2.506342296    3.729976929    6.805619838    -338.275014    -13.00687      9.00687        -2.46017       -16.08653      -0.97051       -3.338486      
45       NO_ID      2.052618802    8.364198798    3.835682444    4.972247712    1.378195213    0.8173760962   33.2373305     -8.416818      4.416818       4.31158        -25.039978     1.670613       0.552373       
46       NO_ID      7.640048534    6.295718363    1.85540871     1.281280798    1.32424319     3.888232379    -350.9862855   -11.935767     7.935767       -3.34433       -13.247107     -1.40863       -2.696393      
47       NO_ID      9.521596683    9.475450618    2.559414343    1.615288452    3.768675917    2.840350369    -637.075866    -16.997047     12.997047      -2.046146      -20.904755     -2.190596      0.568787       
48       NO_ID      7.768658217    7.838652026    2.689839271    1.692935313    1.775869891    0.113162268    -369.8705375   -13.60731      9.60731        -1.930006      -17.747298     -2.210865      2.388343       
49       NO_ID      1.918238374    9.832357978    1.976216987    4.918356562    1.545819752    3.981436907    41.542356      -9.750596      5.750596       5.91412        -29.578836     1.966488       -2.096077      
50       NO_ID      6.010101077    1.768803686    4.313418869    0.9463870781   4.951748002    2.571686559    -174.0556175   -5.778905      1.778905       -6.241297      -1.29631       -1.328544      -2.381007      
51       NO_ID      1.144745849    9.743478675    4.458437994    2.951044468    2.469579321    8.049123701    51.1253245     -8.888225      4.888225       6.598733       -30.08569      1.078086       -4.33047       
52       NO_ID      5.274390921    6.688203512    4.454571012    1.462501897    3.846257789    2.636629274    -100.107699    -9.962594      5.962594       -0.586187      -16.79022      -0.421721      0.647218       
53       NO_ID      9.352416019    6.056025515    2.448334505    3.23702805     2.820289568    4.016921783    -604.594806    -13.408442     9.408442       -5.296391      -10.815661     -0.458637      -0.049218      
54       NO_ID      4.134942272    5.974762303    4.132009342    5.521514187    3.725964462    8.211773316    16.184308      -8.109705      4.109705       -0.16018       -15.789345     2.802959       -4.738798      
55       NO_ID      5.898093356    9.255030462    4.718791086    2.582676017    3.023878445    8.312559788    -112.4126355   -13.153124     9.153124       1.356937       -23.866998     1.536919       -4.31313       
56       NO_ID      9.012179477    7.700464566    1.683184969    3.434651539    1.125615105    8.032678179    -520.8132785   -14.712644     10.712644      -3.311715      -16.089214     1.168653       -7.545997      
57       NO_ID      0.9642855315   6.74692843     3.250446373    4.878281023    4.512767147    7.693601003    46.4220605     -5.711214      1.711214       3.782643       -21.2765       0.941004       -5.982065      
58       NO_ID      5.860157859    1.673128066    1.10535875     4.146758735    4.049375545    7.136953248    -129.533432    -5.533286      1.533286       -6.18703       -1.159226      3.736424       -4.238142      
59       NO_ID      9.398714844    4.200380712    3.319450026    4.494870275    4.523136332    3.380846997    -611.156454    -11.599096     7.599096       -7.198334      -5.202427      0.596919       -1.700791      
60       NO_ID      6.996909895    7.064612739    2.978523658    1.570671115    3.846285087    3.783661953    -264.2407145   -12.061523     8.061523       -1.932297      -16.196928     -2.428868      -0.49986       
61       NO_ID      6.501277441    6.969957481    2.630150973    2.921097084    2.919131421    7.104500624    -186.7248785   -11.471235     7.471235       -1.53132       -16.408595     -0.942115      -3.11104       
62       NO_ID      7.670650164    0.6173137997   3.077212864    5.574898738    1.882062132    2.045629198    -352.948182    -6.287964      2.287964       -9.053336      3.818709       1.580861       0.704586       
63       NO_ID      0.7682175891   1.433020551    2.91056312     4.251527823    1.952077341    3.90966614     2.706518       -0.201238      -3.798762      -1.335197      -5.530844      0.259527       -1.007808      
64       NO_ID      2.326076097    4.360962396    2.877993976    5.167124617    4.908953298    4.445192029    37.4334815     -4.687038      0.687038       0.034886       -12.756811     1.18201        -4.089295      
65       NO_ID      0.4107476726   3.436133765    1.440077715    0.5792296448   3.075093093    0.224050386    -28.757724     -1.846881      -2.153119      1.025386       -11.897654     -0.987413      3.770311       
66       NO_ID      1.713793372    3.725197671    4.758901613    5.7891075      2.019829913    0.7033520847   27.077525      -3.438991      -0.561009      0.011404       -11.4618       4.882842       2.335915       
67       NO_ID      5.263378404    1.600831622    3.070828865    0.6311090293   4.366304174    3.685621402    -110.3137715   -4.86421       0.86421        -5.662547      -1.539116      -3.363874      -1.552408      
68       NO_ID      6.70991008     3.458717374    1.265161114    0.8442629086   4.68446996     2.216564595    -247.0785185   -8.168627      4.168627       -5.251193      -5.666242      -0.146071      -1.054004      
69       NO_ID      1.249449133    9.491571476    2.936721853    3.726273823    4.656099945    0.1794451988   24.236139      -8.741021      4.741021       6.242122       -29.225265     -0.269722      1.077888       
