%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
1        NO_ID      5              5              3              3              3              5              -70.5          -8             4              -2             -12            -1             -1             
2        NO_ID      0.0002347910778 3.946133644    2.067263866    2.255702375    3.393206849    6.56877559     -17.0383075    -1.946368      -2.053632      1.945899       -13.838166     -0.874301      -2.723387      
3        NO_ID      1.411338486    0.365941506    1.15155687     4.824472127    1.60202493     5.582491162    24.0298655     0.22272        -4.22272       -3.045397      -1.686486      4.241214       -3.536825      
4        NO_ID      4.928960383    1.037163316    1.641539621    3.53460348     1.053792609    0.2309455863   -87.1530455    -3.966124      -0.033876      -5.891797      -0.18253       1.380018       -0.018669      
5        NO_ID      1.502469523    2.005267126    2.009831693    0.3619088225   4.067719714    7.913094842    29.878756      -1.507737      -2.492263      -1.497202      -6.513332      -2.657658      -5.05312       
6        NO_ID      5.385006715    5.807863328    2.103578689    5.770541321    1.991992282    1.035717833    -100.3994135   -9.19287       5.19287        -1.577143      -14.038583     2.574112       1.948203       
7        NO_ID      7.309624915    2.865941191    4.149435924    0.8543612467   1.832982615    9.847026784    -273.0724365   -8.175566      4.175566       -6.443684      -3.288199      -1.824436      -7.208956      
8        NO_ID      8.979157037    2.692314579    4.892448626    0.5760960731   3.964466627    9.476508586    -518.097245    -9.671472      5.671472       -8.286842      -1.097787      0.157458       -6.406704      
9        NO_ID      1.679812023    2.60067505     4.818222897    1.308345893    4.579616617    6.541213857    30.3556925     -2.280487      -1.719513      -1.079137      -8.122213      0.61428        -5.036403      
10       NO_ID      8.181299003    3.09234217     2.197937335    2.59917177     3.853293204    8.247205209    -398.4980915   -9.273641      5.273641       -7.088957      -3.095728      -0.757524      -4.975315      
11       NO_ID      0.7779493792   4.995216012    2.838208596    4.157813158    3.91049722     1.816929826    5.6560135      -3.773165      -0.226835      2.217267       -16.207699     0.18399        1.354065       
12       NO_ID      7.13959277     5.135686842    3.195503564    5.742592941    4.839705344    4.819300549    -262.815997    -10.27528      6.27528        -4.003906      -10.267468     1.780815       -4.203816      
13       NO_ID      7.984335217    2.721986846    4.373171       1.327483354    3.008485137    1.524264441    -407.481291    -8.706322      4.706322       -7.262348      -2.181625      -0.786918      2.475664       
