%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
1        NO_ID      5              5              3              3              3              5              -70.5          -8             4              -2             -12            -1             -1             
2        NO_ID      0.0007043732333 1.838400933    4.201791599    0.7671071239   4.179620547    9.70632677     1.268245       0.160895       -4.160895      -0.162303      -7.514498      -1.78859       -7.097831      
3        NO_ID      4.234015459    1.097824518    1.45467061     2.473416381    2.80607479     6.747473486    -25.3076105    -3.33184       -0.66816       -5.136191      -1.059458      0.861459       -2.78508       
4        NO_ID      4.78688115     3.111489947    2.924618862    4.60381044     1.161377827    0.692836759    -67.6624865    -5.898371      1.898371       -3.675391      -6.547589      0.609493       -0.073368      
5        NO_ID      4.507408568    6.015801377    4.02949508     1.085726467    2.203159143    3.739284526    -49.832068     -8.52321       4.52321        -0.491607      -15.539996     -1.854413      -0.37424       
6        NO_ID      6.155020146    7.423589983    4.310736067    5.311623964    3.975976847    3.1071535      -158.6526785   -11.57861      7.57861        -0.73143       -18.11575      3.029653       -0.059684      
7        NO_ID      1.928874744    8.597823572    2.448307772    2.56308374     3.498947845    9.541080352    69.7083885     -8.526698      4.526698       4.668949       -25.864596     -1.132552      -5.790029      
8        NO_ID      6.93747111     8.076943736    4.677345879    1.728288219    1.893399882    8.429525759    -226.502271    -13.014415     9.014415       -0.860527      -19.29336      0.541777       -5.65409       
9        NO_ID      5.03943607     7.802025149    4.454668691    3.925037679    3.738849852    9.623641572    -27.974229     -10.841461     6.841461       0.762589       -20.366639     2.041099       -6.169541      
10       NO_ID      4.543897009    9.277026509    4.593812004    1.79751531     1.559879612    4.741615627    -38.4298845    -11.820924     7.820924       2.733129       -25.287183     0.337752       -2.815562      
11       NO_ID      2.333848138    4.985648037    2.514625788    0.4734394739   1.731491659    5.450789479    21.296966      -5.319496      1.319496       0.6518         -14.623096     -3.290972      -3.059903      
12       NO_ID      1.41877831     5.407060527    3.586510691    5.227778823    4.519116033    4.457901648    35.5510395     -4.825839      0.825839       1.988282       -16.802403     1.571774       -2.765615      
13       NO_ID      3.95300565     8.165960539    3.119512999    3.982450061    3.025455412    4.572793322    -2.0028525     -10.118966     6.118966       2.212955       -22.544876     -0.003267      -0.573441      
14       NO_ID      4.937362026    2.243569778    4.070906173    1.080074547    2.875278338    4.507558534    -80.7497595    -5.180932      1.180932       -4.693792      -3.793347      -1.773085      -0.523114      
