%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          f1             f2             f3             f4             f5             f6             f7             
1        NO_ID      5              5              3              3              3              5              -70.5          -8             4              -2             -12            -1             -1             
2        NO_ID      0.000391318463 6.576889407    4.112106444    1.759503958    3.655344748    0.9479593164   -32.5718765    -4.577281      0.577281       4.576498       -21.730277     -1.003715      2.622564       
3        NO_ID      2.352230811    3.943235843    2.585928117    4.040786878    4.67004155     5.970818603    39.346589      -4.295467      0.295467       -0.408995      -11.477477     0.212242       -4.759857      
4        NO_ID      1.548267306    1.728605526    2.069232701    3.8910058      2.422987682    0.3849093106   11.2353175     -1.276873      -2.723127      -1.819662      -5.637549      0.757334       3.282147       
5        NO_ID      9.170782538    3.342111876    1.349719489    2.603181371    4.779532857    6.521824736    -567.206601    -10.512894     6.512894       -7.828671      -2.855553      1.326607       -5.688562      
6        NO_ID      2.308344525    6.346438879    2.839297815    1.617568869    1.319987137    5.059529722    26.5976315     -6.654783      2.654783       2.038094       -18.730972     -2.356606      -3.881973      
7        NO_ID      5.516041524    8.109901984    2.249059873    1.423935411    3.721637692    6.411711307    -101.8772285   -11.625944     7.625944       0.59386        -20.813664     -2.012154      -2.932472      
8        NO_ID      1.631928394    7.820524298    4.820747711    4.960160122    1.940777712    9.127514311    72.5371095     -7.452453      3.452453       4.188596       -23.829644     4.275282       -6.249466      
9        NO_ID      6.133020039    7.667791749    2.030371495    2.180576488    1.632694362    4.235356429    -169.0261385   -11.800812     7.800812       -0.465228      -18.870355     -0.879244      -2.104881      
10       NO_ID      3.635498338    1.820570283    4.329895558    2.33195295     1.755488674    3.745342015    -11.759131     -3.456069      -0.543931      -3.814928      -3.826213      0.100575       -1.29415       
11       NO_ID      7.963248965    8.325360021    2.73034766     2.929688597    3.184162033    3.028216377    -384.9285295   -14.288609     10.288609      -1.637889      -19.012831     -0.997599      0.937868       
12       NO_ID      5.232654617    5.226144737    3.325839273    3.570988235    4.73284224     4.698834249    -84.1009155    -8.458799      4.458799       -2.00651       -12.44578      -0.322841      -3.701576      
13       NO_ID      3.307225361    4.536644744    3.955284999    2.212472256    3.014141896    9.207107401    40.3864115     -5.84387       1.84387        -0.770581      -12.302709     -0.874958      -5.207307      
14       NO_ID      3.854090014    5.690872099    3.594947874    1.933374749    3.819599077    2.504199186    -16.8783205    -7.544962      3.544962       -0.163218      -15.218526     -1.712662      0.824058       
15       NO_ID      8.075713109    8.510227338    1.556346005    3.760961268    1.317354025    4.42276506     -395.101626    -14.58594      10.58594       -1.565486      -19.454969     1.845098       -3.254063      
16       NO_ID      3.412356588    1.477170895    3.724490286    3.762359953    4.98915758     4.428610683    6.4114255      -2.889527      -1.110473      -3.935186      -3.019156      0.287246       -4.385359      
17       NO_ID      1.659743922    5.316091555    4.020304961    3.398211067    4.822271651    2.299078006    24.640681      -4.975835      0.975835       1.656348       -16.288531     0.439233       -1.619752      
18       NO_ID      0.6040385275   2.075531973    2.386345445    0.4618384673   3.746079511    3.395868425    -17.27962      -0.679571      -3.320429      -0.528507      -7.622557      -3.16159       0.047497       
19       NO_ID      4.360618575    8.916385197    4.074399542    5.149644325    1.04811454     1.652687719    -26.2294535    -11.277004     7.277004       2.555767       -24.388537     2.303979       -1.462545      
20       NO_ID      6.722492057    4.924005952    4.107215199    4.448779527    4.091676965    4.536874068    -221.044555    -9.646498      5.646498       -3.798486      -10.049526     1.674705       -1.728633      
21       NO_ID      1.242464567    2.101980626    4.195350451    0.3825454453   3.294199354    6.521363094    17.086391      -1.344445      -2.655555      -1.140484      -7.063477      -2.188592      -2.607916      
22       NO_ID      4.549516833    3.729407389    1.059992019    0.428797899    1.537525816    5.490979643    -55.054446     -6.278924      2.278924       -2.820109      -8.638705      0.192429       -3.62981       
23       NO_ID      6.894864969    1.995540239    4.617918176    3.526186096    2.739813243    2.602934298    -257.885517    -6.890405      2.890405       -6.899325      -1.091756      2.143845       1.329369       
24       NO_ID      7.516752979    4.067310688    4.716294074    5.631760114    2.99482065     7.376650165    -297.6009945   -9.584064      5.584064       -5.449442      -6.685179      4.577425       -3.376677      
25       NO_ID      9.359331159    2.278782973    4.802172201    4.662264793    4.122922772    7.407578108    -584.630572    -9.638114      5.638114       -9.080548      0.522982       3.910089       -4.668534      
26       NO_ID      9.165254854    0.4383346813   3.836395429    4.946960421    2.042528131    4.425727466    -574.4230495   -7.60359       3.60359        -10.72692      5.850251       1.646518       -1.34248       
27       NO_ID      3.201526433    8.054757038    3.520616121    5.992715981    3.384993478    1.463457822    24.1359055     -9.256283      5.256283       2.853231       -22.962745     2.263757       2.388322       
28       NO_ID      6.335607942    2.562687077    1.432680518    0.09218987641  1.956835166    3.821590153    -209.7128135   -6.898295      2.898295       -5.772921      -3.352453      -1.45132       -0.909783      
29       NO_ID      9.465708486    0.1625167346   1.567503628    3.05020497     1.529948261    7.101051606    -622.0744495   -7.628225      3.628225       -11.303192     6.978158       1.102251       -5.262104      
30       NO_ID      7.374339005    0.5156517776   3.623770629    2.569451134    2.843472599    8.1099276      -294.191745    -5.889991      1.889991       -8.858687      3.827384       -1.041459      -4.134428      
31       NO_ID      3.553178256    8.266951441    2.061147271    4.053281049    4.663063375    2.765364206    8.4528615      -9.82013       5.82013        2.713773       -23.247676     0.934725       -1.531144      
32       NO_ID      7.476207236    2.615008463    1.178891741    3.950232009    2.032921102    0.7624192074   -333.3803345   -8.091216      4.091216       -6.861199      -2.368818      3.266667       2.302339       
33       NO_ID      3.979618379    5.446094263    2.002511882    1.825795078    2.425246571    5.297793758    -15.410994     -7.425713      3.425713       -0.533524      -14.358664     -1.179222      -1.628135      
34       NO_ID      0.01968692058  0.8780741463   4.116870643    1.86734938     4.027349008    1.636934998    -41.310761     1.102239       -5.102239      -1.141613      -4.614536      -0.885251      1.307619       
35       NO_ID      1.966516027    1.234869343    2.779618262    3.066199462    4.742909996    7.720745135    42.9815955     -1.201385      -2.798615      -2.731647      -3.738092      -0.885232      -6.75848       
36       NO_ID      2.563483418    4.465810156    3.748514827    3.433039984    3.068678561    0.7014241585   18.0437755     -5.029294      1.029294       -0.097673      -12.833947     -0.006686      3.293859       
37       NO_ID      8.835831992    3.828285948    1.800773187    3.892430411    2.385274757    5.782116738    -511.9427455   -10.664118     6.664118       -7.007546      -4.649026      1.330575       -2.160004      
38       NO_ID      0.03601634877  5.326773713    3.834317954    0.5727721148   2.720622345    6.249370271    -20.187858     -3.36279       -0.63721       3.290757       -17.944305     -2.731141      -2.327422      
39       NO_ID      3.166136711    3.259693646    3.268446413    2.66829478     2.353581304    4.102455985    8.243442       -4.42583       0.42583        -1.906443      -8.612944      -1.259642      -0.520313      
40       NO_ID      9.977737353    5.831694778    2.317653381    2.700560388    3.878966139    6.959749948    -703.8947345   -13.809432     9.809432       -6.146043      -9.517347      -0.833843      -3.732331      
41       NO_ID      2.517371817    9.468124984    1.310639642    1.380702801    3.314648253    5.732972881    34.3404985     -9.985497      5.985497       4.950753       -27.887003     0.234641       -1.831976      
42       NO_ID      4.075205943    1.986278133    2.350635628    0.1994975154   4.303161205    0.5759478689   -44.9371435    -4.061484      0.061484       -4.088928      -3.883628      -3.378828      1.725823       
43       NO_ID      9.955832702    7.680223979    1.609765396    0.4905109687   1.01190085     0.04394999707  -732.6864985   -15.636057     11.636057      -4.275609      -15.084839     -1.576737      0.003512       
44       NO_ID      8.667600806    6.366749502    3.383551763    0.531711479    2.649884646    4.02809919     -500.141032    -13.03435      9.03435        -4.300851      -12.432648     -3.321177      -0.15068       
45       NO_ID      0.2630940081   1.820993992    3.178412219    0.8612385592   2.890976067    4.086880481    -27.1682945    -0.084088      -3.915912      -0.4421        -7.199888      -3.106931      -0.098767      
46       NO_ID      8.200242672    1.478591813    1.277043549    0.4064039879   2.62121595     9.441161896    -404.866797    -7.678834      3.678834       -8.721651      1.764467       -0.625017      -5.584639      
47       NO_ID      7.607983415    7.37725309     4.797071714    2.07644226     2.843379586    4.201751847    -335.6496835   -12.985237     8.985237       -2.23073       -16.523776     1.305909       -0.226282      
48       NO_ID      8.843291085    9.193260129    1.449196354    2.464676565    4.879349457    0.56581134     -522.547169    -16.036551     12.036551      -1.650031      -20.736489     0.869669       -0.097766      
49       NO_ID      9.591191872    9.161789892    1.881084936    0.5917828076   3.729098761    9.907184537    -609.954897    -16.752982     12.752982      -2.429402      -19.894178     -2.156246      -6.43877       
50       NO_ID      0.05050538576  8.844018429    1.567094343    4.731935391    4.758740011    2.858432793    -11.478408     -6.894524      2.894524       6.793513       -28.48155      2.785154       -1.951599      
51       NO_ID      2.078802172    8.42810701     1.477809517    3.816826703    3.270930893    8.838793015    67.017479      -8.506909      4.506909       4.349305       -25.205519     2.133891       -4.912197      
52       NO_ID      6.322155751    6.471714418    1.04168711     0.9528982104   1.906814328    2.071021941    -202.6799635   -10.79387      6.79387        -1.850441      -15.092988     0.787888       0.733923       
53       NO_ID      6.055874506    1.082822974    4.602291921    5.580473576    4.346256131    1.316984371    -163.986355    -5.138697      1.138697       -6.973052      0.807406       4.147813       0.87061        
54       NO_ID      6.796797028    3.767652662    2.175318532    2.36785702     4.048618814    5.340997649    -238.023748    -8.56445       4.56445        -5.029144      -6.506161      -0.952043      -2.440599      
55       NO_ID      4.154285651    1.078932528    2.447598937    2.692993936    3.09938286     0.8193074869   -41.570334     -3.233218      -0.766782      -5.075353      -1.082512      -1.001859      3.170816       
56       NO_ID      9.490466779    6.275152311    3.59395543     0.913380085    3.119392225    1.562798941    -643.1658345   -13.765619     9.765619       -5.215314      -11.33499      -2.733837      2.422947       
57       NO_ID      2.296493348    7.163697689    1.106826179    5.141380115    4.450395342    6.986270159    55.3922095     -7.460191      3.460191       2.867204       -21.1946       4.725487       -5.089917      
58       NO_ID      5.958743215    8.597207581    2.307125353    1.283710085    4.543604143    3.387068055    -154.226188    -12.555951     8.555951       0.638464       -21.83288      -2.236215      -1.769782      
59       NO_ID      4.185232741    1.206676527    1.244958999    1.538837974    3.166549821    3.007123271    -44.430831     -3.391909      -0.608091      -4.978556      -1.434797      0.619007       0.965138       
