            Runtime (Sec),                Iteration,             Evaluation #,                     Step,                   Source,               Model_name,                    Delta,                   Status,                      phi,                       f1,                       f2,                max(c_in),        Penalty_parameter,              Multipliers,                     hmax,                       x1,                       x2,                       x3,                       x4,                       x5,                       x6
   0.00025460000324528664,                        0,                      212,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        87.89122686033357,      -149.79597231626883,        87.89122686033357,      -0.3641590322170374,   2.9103830456733704e-11,       201104231331.39603,   6.0000000000000005e-30,        4.088293935147242,        1.547547032635721,        4.509554051339471,                      0.0,                      4.5,                     5.31
    0.0003532999980961904,                        1,                       76,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       19.349943932881985,       -22.33106097482347,       19.349943932881985,    -0.053790132132772894,    8.881784197001252e-16,       1572719358773539.0,   6.0000000000000005e-30,       1.4923612495035168,       0.9428302785820138,        1.094777618920439,      0.31633754650075524,        2.092096040388122,        3.249369104799941
    0.0003943999981856905,                        1,                      100,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       29.893790548380792,      -22.908702007462878,       29.893790548380792,     -0.19776536901361627,    1.734723475976807e-18,                    1e-15,   6.0000000000000005e-30,       2.4462992532507224,        0.502459536407473,       1.0688536701116065,      0.07290848354497184,        1.509617871116447,        4.497803352117665
   0.00026989999969373457,                        1,                      102,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        37.45172943999398,      -36.238299556609306,        37.45172943999398,       -0.354220294520033,    4.336808689942018e-19,                    1e-15,   6.0000000000000005e-30,       2.7633952023190638,       0.6037294993200024,       1.4784444248010271,     0.013869545778993178,       2.8977031661339097,        4.343755652301007
   0.00028050000037183054,                        1,                      103,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       38.837256239657975,      -37.284020460546955,       38.837256239657975,      -1.2319028177441007,    2.168404344971009e-19,                    1e-15,   6.0000000000000005e-30,        2.904304420786241,        0.712069079510114,       1.5060405588354235,      0.29239113781714576,        2.085657287605645,        4.815767086705008
   0.00026059999800054356,                        1,                      107,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       54.396822269662096,       -59.04781212169042,       54.396822269662096,      -1.4097219332979272,   1.3552527156068805e-20,                    1e-15,   6.0000000000000005e-30,        3.263466734743261,        0.931167082008667,        1.849603798139395,       0.5257122145602625,       3.2812718689735263,        5.330608069022067
     0.000481999999465188,                        1,                      110,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        50.28049395438882,       -56.87824877200117,        50.28049395438882,       -1.245805737657549,   3.3881317890172014e-21,                    1e-15,   6.0000000000000005e-30,        3.243934241120659,       0.8912371503747081,       1.9596445396133224,       0.4220043332533932,        2.800448048629585,        5.205984756361809
   0.00038080000012996607,                        1,                      112,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,       32.017616600976794,      -26.103230316401707,       32.017616600976794,      -0.9317258539627108,   1.6940658945086007e-21,                    1e-15,   6.0000000000000005e-30,       2.5797932840695466,       0.6534116641931734,       1.2710787903536152,      0.07910559687217068,        1.662591301563976,        4.533125586917183
    0.0002795000000332948,                        1,                      113,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        55.28622620171343,       -61.34084765915026,        55.28622620171343,      -1.1853432525928498,    8.470329472543003e-22,                    1e-15,   6.0000000000000005e-30,        3.268661889676987,       0.8180017140899456,       1.8579744831711045,      0.46582954690471223,        3.545519975954204,        5.262430104206414
    0.0002668999986781273,                        1,                      114,         Search: sampling,              Current run,               Simulation,                      1.0,                 FEASIBLE,        56.09849090634897,       -65.99793155785449,        56.09849090634897,       -1.400381151763141,    4.235164736271502e-22,                    1e-15,   6.0000000000000005e-30,        3.306103006090223,       0.9021613859511213,         1.81366945916581,       0.3414750527101605,       3.8457323475141694,        5.114549759824208
