x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,g1,g2,g3,g4,g5,g6,g7,g8,f1,c1,c2,c3,c4,c5,c6,c7,c8,isFeasible,isFrontier
-3.8548619382378133,-2.541494977673099,3.751838127573105,-0.24214881033761948,3.692881699602532,6.016877489832471,7.6442207860568026,0.5295042577236035,-3.7406684122778664,0.12526762701929606,-151.2940466799747,-147.10940440851178,-5.1979717648716175,135.51851164116812,19.506372418297403,52.115168171466,160.74643712512997,1649.558279764251,1854.989891032293,-151.2940466799747,-147.10940440851178,-5.1979717648716175,135.51851164116812,19.506372418297403,52.115168171466,160.74643712512997,1649.558279764251,False,False
-8.348403516977237,8.353933878282223,6.340065053154461,0.250156256958487,-6.518392536818693,8.073581474020308,1.9988987966935827,-6.14419507433502,-6.178247470013355,-5.163631424730966,-157.91839673559375,-196.5851758884911,50.93112139177751,394.5685539003845,374.92600916410726,150.22583032195274,260.9433715280047,2523.5866496450235,3141.1341081764417,-157.91839673559375,-196.5851758884911,50.93112139177751,394.5685539003845,374.92600916410726,150.22583032195274,260.9433715280047,2523.5866496450235,False,False
-9.156578447813715,-8.123429967319385,0.5024033098966978,-3.2815911848727986,-3.0840770491150113,-5.804396860009875,1.5180256213211134,6.3334406671777295,-0.9998564026261842,-8.169189730836607,-129.79657448721554,-39.717898967685535,56.34486509641323,771.8064614038,351.01395635305835,131.6942524276945,445.4681909576322,1007.8824668700794,1657.5992645394995,-129.79657448721554,-39.717898967685535,56.34486509641323,771.8064614038,351.01395635305835,131.6942524276945,445.4681909576322,1007.8824668700794,False,False
8.910247174730024,-7.355834541491209,-5.516187315283315,-0.35274161025093775,-1.400386611480684,4.6603662269800274,-5.821004009240008,5.905688783146196,4.53305846793107,-3.311217693357511,-35.52397293250015,258.71759380260244,-68.70591875445223,515.5536205169042,431.4439007431865,337.9727826099018,229.54711298486478,96.54897812177873,1024.6083942892594,-35.52397293250015,258.71759380260244,-68.70591875445223,515.5536205169042,431.4439007431865,337.9727826099018,229.54711298486478,96.54897812177873,False,False
4.2271440612651325,4.652953364653968,-5.446470488305209,-1.8125758711569873,-1.789507326720356,-7.020631808207238,-7.283300249409178,1.4833394512924372,3.60305200156726,5.125906693610364,-29.626701121810164,131.83059683796048,-28.747799140197554,-22.174356030172788,221.21419987263317,9.678349934423863,-5.4024416145859036,211.35276155991602,1530.9530373252908,-29.626701121810164,131.83059683796048,-28.747799140197554,-22.174356030172788,221.21419987263317,9.678349934423863,-5.4024416145859036,211.35276155991602,False,False
1.60701537952127,3.286814682707286,-8.588754176991314,-9.948753646396156,8.210492673279646,-10.0,-5.383195451016433,-0.4092714591317552,-6.394789628444416,10.0,-69.67172184751499,80.47141608257027,-70.25644181297767,97.96703353500891,231.93626534122154,170.27725642170117,203.68896258637884,2431.419463323731,3099.8048656083192,-69.67172184751499,80.47141608257027,-70.25644181297767,97.96703353500891,231.93626534122154,170.27725642170117,203.68896258637884,2431.419463323731,False,False
4.2271440612651325,3.4555420759504614,-5.446470488305209,7.692424131525222,-1.789507326720356,-10.0,-7.283300249409178,1.4833394512924372,3.60305200156726,5.125906693610364,-35.613757565327695,141.40988714758853,-31.142621717604566,-98.80830101998671,192.6249095576407,27.838701480716892,-2.6829007534983518,204.16829382769498,1492.031545560976,-35.613757565327695,141.40988714758853,-31.142621717604566,-98.80830101998671,192.6249095576407,27.838701480716892,-2.6829007534983518,204.16829382769498,False,False
2.760070524765986,2.1634870323584483,0.23484798228354542,-2.7110985764973696,-3.432107019932376,-7.125022274108936,-2.458270621514597,-2.6310967416521525,5.200937799426292,6.790082505302845,-99.4473415494694,46.82121607123612,-17.32906614688522,-96.37986542696908,54.05701770765236,-9.570672890670899,32.937088276260475,51.18712351489917,1873.5887182149781,-99.4473415494694,46.82121607123612,-17.32906614688522,-96.37986542696908,54.05701770765236,-9.570672890670899,32.937088276260475,51.18712351489917,False,False
-2.4783125034770146,2.1634870323584483,0.23484798228354542,-2.7110985764973696,-3.432107019932376,-7.125022274108936,-2.458270621514597,-2.6310967416521525,5.200937799426292,6.790082505302845,-120.4008736624414,-5.562614211193885,24.57799807905878,-37.94713839842751,46.67723552369496,11.619718176798244,74.10617428380874,66.90227259962818,1934.1169504214583,-120.4008736624414,-5.562614211193885,24.57799807905878,-37.94713839842751,46.67723552369496,11.619718176798244,74.10617428380874,66.90227259962818,False,False
2.760070524765986,2.1634870323584483,0.23484798228354542,-2.7110985764973696,-3.432107019932376,-7.125022274108936,1.432161725788962,-2.6310967416521525,5.200937799426292,6.790082505302845,-111.11863859138006,-19.316133832924386,-17.32906614688522,-96.37986542696908,54.05701770765236,-9.570672890670899,32.937088276260475,51.18712351489917,1853.6286820160433,-111.11863859138006,-19.316133832924386,-17.32906614688522,-96.37986542696908,54.05701770765236,-9.570672890670899,32.937088276260475,51.18712351489917,False,False
