8.36097e-01	1.77347e+00
8.25245e-01	1.80436e+00
8.25245e-01	1.80436e+00
8.25245e-01	1.80436e+00
8.25245e-01	1.80436e+00
8.25245e-01	1.80436e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.35910e-01	2.05315e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
4.34730e-01	2.08464e+00
2.72767e-01	3.06729e+00
2.72767e-01	3.06729e+00
2.72767e-01	3.06729e+00
2.72767e-01	3.06729e+00
2.66505e-01	3.26975e+00
2.65041e-01	3.35292e+00
1.67093e-01	4.27127e+00
1.67093e-01	4.27127e+00
1.67093e-01	4.27127e+00
1.67093e-01	4.27127e+00
1.67093e-01	4.27127e+00
