f1	f2
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.828586	1.14791
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.827995	1.37146
0.65184	1.71312
0.444299	1.84731
0.444299	1.84731
0.444299	1.84731
0.43591	2.05315
0.43591	2.05315
0.43591	2.05315
0.43591	2.05315
0.43591	2.05315
0.43591	2.05315
0.43591	2.05315
0.43591	2.05315
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.43473	2.08464
0.411239	2.1883
0.411239	2.1883
0.401742	2.49349
0.401742	2.49349
0.401742	2.49349
0.401742	2.49349
0.401742	2.49349
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.268106	2.55104
0.215663	2.81403
0.215663	2.81403
0.205922	2.88884
0.0539899	3.16009
0.0539899	3.16009
0.0539899	3.16009
0.0539899	3.16009
0.0539899	3.16009
0.0539899	3.16009
0.0539899	3.16009
0.0453344	3.23246
0.0316961	3.54401
0.0316961	3.54401
0.0316961	3.54401
0.00596021	3.68764
