x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,f1,f2,isFeasible,isFrontier
0.815084471,0.309951085,0.296045881,0.754999067,0.907672389,0.190115035,0.564003284,0.986465144,0.142539448,0.108049109,0.60234905,0.186437083,0.760550104,0.509126948,0.025538724,0.430077966,0.74082119,0.33189763,0.931998377,0.876695276,0.078491118,0.314040302,0.210454333,0.567940127,0.325787698,0.997932132,0.890873449,0.428101793,0.324748146,0.558910092,0.815084471,3.345780358,TRUE,FALSE
0.86689912,0.823128991,0.454772808,0.266347889,0.658063471,0.598181234,0.206536785,0.646167746,0.529170402,0.066921203,0.914117693,0.681409927,0.275214409,0.051696962,0.6132699,0.135713195,0.772139766,0.491043923,0.575208589,0.381067064,0.522526082,0.235052373,0.745012261,0.306390056,0.439856491,0.920217475,0.034357954,0.915581486,0.451528128,0.085112119,0.86689912,3.141716385,TRUE,FALSE
0.408497526,0.273274619,0.255580032,0.265121145,0.43341521,0.335717222,0.159108447,0.54410599,0.2047063,0.319556563,0.229586051,0.579328546,0.513252025,0.656555404,0.750973496,0.760855913,0.385663065,0.674276423,0.710673071,0.372784423,0.420706919,0.017001836,0.382620182,0.770023827,0.611515578,0.13251246,0.70499832,0.64857936,0.914073147,0.17810394,0.408497526,3.654906727,TRUE,FALSE
0.63293277,0.70231726,0.986349935,0.812183031,0.970201773,0.162381457,0.442245623,0.567744093,0.239390155,0.987234191,0.203418721,0.62517483,0.549424416,0.412237128,0.784054534,0.931133693,0.768240616,0.312428259,0.724509465,0.485501091,0.578661148,0.686500086,0.746349286,0.102279913,0.86031645,0.42986398,0.895085014,0.508848902,0.350560814,0.856921601,0.63293277,4.461034589,TRUE,FALSE
0.839776643,0.464878385,0.435091299,0.206492928,0.457689552,0.649363059,0.413049129,0.119444958,0.633516401,0.796544632,0.305040823,0.814754993,0.075183178,0.197454667,0.112213753,0.845024569,0.701266734,0.026855903,0.241408019,0.916115196,0.804311759,0.586499268,0.712520614,0.717861697,0.032805824,0.871478285,0.48223559,0.201538357,0.839133107,0.609845112,0.839776643,3.293383986,TRUE,FALSE
1,0.323128991,2.45E-15,1.59E-15,0.158063471,1,4.91E-17,1,1,6.65E-16,1,0.181409927,6.95E-19,8.46E-18,0.1132699,1.78E-15,1,1.16E-18,0.075208589,0.881067064,0.022526082,1.38E-17,0.245012261,0.806390056,7.33E-16,1,3.36E-18,1,0.951528128,1.57E-16,1,2.255644221,TRUE,FALSE
0.36689912,0.323128991,1.04E-19,1.71E-17,0.158063471,1,1.34E-19,0.146167746,0.029170402,3.28E-18,0.414117693,0.181409927,1.85E-17,0.551696962,0.1132699,2.31E-16,0.272139766,0.991043923,0.075208589,9.78E-19,0.022526082,7.16E-18,0.245012261,0.806390056,2.72E-17,0.420217475,3.75E-16,0.415581486,0.951528128,5.41E-18,0.36689912,2.123615325,TRUE,FALSE
8.08E-28,3.30E-15,4.70E-20,2.54E-18,4.17E-15,1.14E-15,3.54E-20,0.04410599,1.67E-19,0.819556563,4.00E-19,0.079328546,1,1,1,1,1.96E-17,1,1,1.06E-18,1.50E-17,1.50E-17,6.81E-20,1,1,2.51E-19,1,0.14857936,1,2.36E-16,8.08E-28,4.442211522,TRUE,FALSE
8.08E-28,3.30E-15,4.70E-20,2.54E-18,4.17E-15,1.14E-15,3.54E-20,0.04410599,1.67E-19,0.819556563,4.00E-19,0.079328546,1,1,1,1,1.96E-17,1,1,1.06E-18,1.50E-17,1.50E-17,6.81E-20,1,1,2.51E-19,1,0.14857936,1,2.36E-16,8.08E-28,4.442211522,TRUE,FALSE
5.55E-17,0,9.54E-17,3.61E-17,0,0,0,4.16E-17,0,1,0,2.08E-17,0.5,1,1,1,8.46E-18,1,0.5,7.15E-17,6.94E-18,2.08E-17,1.58E-17,0.5,1,0,1,2.08E-17,0.5,0,5.55E-17,3.793103434,TRUE,FALSE
5.71E-18,2.50E-18,7.42E-34,3.03E-17,1.02E-18,0.5,1.19E-19,3.78E-17,8.89E-20,4.99E-18,7.41E-19,3.90E-18,6.35E-18,1,1.49E-18,2.67E-16,1.88E-18,1,2.30E-18,1.64E-20,3.55E-18,1.59E-17,2.31E-18,0.306390056,3.83E-19,3.04E-19,4.76E-16,3.49E-17,0.451528128,2.05E-18,5.71E-18,2.011078054,TRUE,FALSE
0.36689912,0.323128991,1.04E-19,1.71E-17,0.658063471,1,1.34E-19,0.146167746,0.029170402,3.28E-18,0.414117693,0.181409927,1.85E-17,0.551696962,0.1132699,2.31E-16,0.272139766,1,0.075208589,9.78E-19,0.022526082,7.16E-18,0.245012261,0.806390056,1.10E-16,0.420217475,3.75E-16,0.415581486,0.951528128,5.41E-18,0.36689912,2.255182029,TRUE,FALSE
8.08E-28,3.30E-15,4.70E-20,2.54E-18,0.658063471,1.14E-15,3.54E-20,0.04410599,1.67E-19,0.819556563,4.00E-19,0.079328546,1,1,1,1,1.96E-17,1,1,1.06E-18,1.50E-17,1.50E-17,6.81E-20,1,1.10E-16,2.51E-19,1,0.14857936,1,2.36E-16,8.08E-28,4.336093289,TRUE,FALSE
1.58E-27,3.05E-29,1.67E-19,6.08E-19,7.87E-15,7.23E-17,2.79E-20,2.21E-17,2.12E-19,0.319556563,8.04E-20,3.48E-17,1,1,1,0.5,3.77E-18,1,1,1.49E-18,1.23E-17,3.13E-17,1.92E-20,0.5,0.5,6.54E-19,1,1.52E-17,1,2.67E-16,1.58E-27,3.737103761,TRUE,FALSE
7.36E-18,3.23E-18,9.57E-34,3.90E-17,1.31E-18,6.76E-17,1.54E-19,4.87E-17,1.14E-19,6.43E-18,9.55E-19,5.02E-18,8.18E-18,1,1.92E-18,1.42E-16,2.43E-18,1,2.97E-18,2.11E-20,4.57E-18,2.04E-17,2.97E-18,5.45E-17,4.94E-19,3.91E-19,6.06E-16,4.49E-17,4.75E-17,2.64E-18,7.36E-18,1.620689652,TRUE,FALSE
5.71E-18,1.59E-18,7.42E-34,2.04E-17,1.02E-18,0.5,1.19E-19,4.69E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,0.829632182,1.49E-18,3.30E-16,1.88E-18,1,2.42E-18,1.02E-20,3.55E-18,1.55E-17,1.61E-18,3.32E-15,4.17E-19,3.04E-19,4.76E-16,3.36E-17,0.451528128,2.05E-18,5.71E-18,1.863118714,TRUE,FALSE
0.5,0,3.87E-17,0,1.52E-17,0,4.13E-16,4.29E-19,0,2.14E-17,0,0.5,0,0.5,0,0,0.5,1,2.72E-18,0.5,0,0,0.5,1.15E-17,0,0.5,0.5,0.5,0.5,0.5,0.5,1.66581043,TRUE,FALSE
7.33E-18,3.23E-18,9.63E-34,3.91E-17,1.33E-18,6.64E-17,1.56E-19,4.66E-17,1.20E-19,6.61E-18,9.14E-19,5.13E-18,8.27E-18,0.5,1.92E-18,1.43E-16,2.96E-18,1,2.90E-18,2.55E-20,4.05E-18,1.87E-17,2.77E-18,5.16E-17,4.46E-19,3.83E-19,1.03E-15,4.48E-17,4.76E-17,2.56E-18,7.33E-18,1.465517238,TRUE,FALSE
5.71E-18,1.39E-18,8.23E-34,5.36E-18,2.67E-19,1,1.19E-19,4.69E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,1,1.49E-18,3.30E-16,1.90E-18,0.5,2.42E-18,1.02E-20,3.55E-18,1.56E-17,1.61E-18,3.32E-15,4.17E-19,3.03E-19,4.75E-16,4.84E-17,0.951528128,7.80E-19,5.71E-18,2.071163898,TRUE,FALSE
5.71E-18,1.39E-18,8.23E-34,5.36E-18,2.67E-19,1,1.19E-19,4.69E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,1,1.49E-18,3.30E-16,1.90E-18,0.5,2.42E-18,1.02E-20,3.55E-18,1.56E-17,1.61E-18,3.32E-15,4.17E-19,3.03E-19,4.75E-16,4.84E-17,0.951528128,7.80E-19,5.71E-18,2.071163898,TRUE,FALSE
3.75E-18,1.98E-18,5.19E-34,2.65E-17,8.14E-19,4.56E-17,1.16E-19,3.11E-17,9.35E-20,5.07E-18,7.32E-19,4.54E-18,8.51E-18,7.01E-17,1.74E-18,2.48E-16,4.41E-18,0.5,3.62E-18,3.18E-20,5.05E-18,2.33E-17,3.45E-18,6.43E-17,5.56E-19,4.77E-19,1.28E-15,5.59E-17,5.94E-17,3.19E-18,3.75E-18,1.155172412,TRUE,FALSE
9.79E-18,3.17E-18,9.38E-34,3.83E-17,1.30E-18,6.47E-17,1.52E-19,4.54E-17,1.17E-19,6.40E-18,8.87E-19,4.96E-18,8.07E-18,3.87E-19,1.86E-18,1.40E-16,2.90E-18,0.5,3.17E-18,2.77E-20,4.42E-18,2.03E-17,3.12E-18,5.64E-17,4.89E-19,4.19E-19,4.14E-16,4.84E-17,5.12E-17,2.81E-18,9.79E-18,1.15517241,TRUE,FALSE
4.52E-18,2.05E-18,2.97E-34,2.05E-17,1.08E-18,1,1.39E-19,3.83E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,1,1.52E-18,2.32E-16,1.31E-18,0.5,2.29E-18,9.41E-21,3.44E-18,1.48E-17,1.48E-18,4.11E-15,3.84E-19,2.92E-19,4.72E-16,3.33E-17,1.98E-16,1.89E-18,4.52E-18,1.775862066,TRUE,FALSE
4.52E-18,2.05E-18,2.97E-34,2.05E-17,1.08E-18,1,1.39E-19,3.83E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,1,1.52E-18,2.32E-16,1.31E-18,0.5,2.29E-18,9.41E-21,3.44E-18,1.48E-17,1.48E-18,4.11E-15,3.84E-19,2.92E-19,4.72E-16,3.33E-17,1.98E-16,1.89E-18,4.52E-18,1.775862066,TRUE,FALSE
0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,2.551724138,TRUE,FALSE
9.82E-18,3.16E-18,9.38E-34,3.04E-17,1.30E-18,6.46E-17,1.55E-19,7.97E-17,1.17E-19,1.12E-17,8.87E-19,8.62E-18,8.07E-18,3.94E-19,1.80E-18,1.41E-16,5.08E-18,6.27E-14,5.50E-18,2.70E-20,4.72E-18,1.97E-17,3.16E-18,5.62E-17,4.88E-19,4.18E-19,7.28E-16,4.99E-17,5.12E-17,2.68E-18,9.82E-18,0.999999997,TRUE,FALSE
3.57E-18,2.05E-18,4.17E-34,2.01E-17,1.08E-18,1,1.39E-19,3.83E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,1,1.52E-18,2.32E-16,1.31E-18,1.21E-15,2.29E-18,1.29E-20,3.44E-18,1.48E-17,9.76E-19,5.42E-15,3.84E-19,2.92E-19,4.72E-16,3.15E-17,1.98E-16,1.89E-18,3.57E-18,1.620689653,TRUE,FALSE
3.57E-18,2.05E-18,4.17E-34,2.01E-17,1.08E-18,1,1.39E-19,3.83E-17,8.22E-20,6.38E-18,8.03E-19,5.02E-18,6.22E-18,1,1.52E-18,2.32E-16,1.31E-18,1.21E-15,2.29E-18,1.29E-20,3.44E-18,1.48E-17,9.76E-19,5.42E-15,3.84E-19,2.92E-19,4.72E-16,3.15E-17,1.98E-16,1.89E-18,3.57E-18,1.620689653,TRUE,FALSE
5.43E-38,1.04E-33,1,0.5,0.5,0.5,1,1,7.86E-30,1,2.68E-30,1,2.23E-30,0.5,0.5,1.81E-28,1.68E-27,0.5,1,8.38E-31,4.71E-31,3.98E-31,1.96E-34,0.5,0.5,9.96E-28,4.44E-16,1.04E-34,0.5,9.47E-33,5.43E-38,4.25862069,TRUE,FALSE
2.00E-17,5.81E-18,9.53E-34,2.05E-17,1.25E-18,6.42E-17,2.65E-19,1.66E-16,1.09E-19,2.03E-17,1.76E-18,1.64E-17,1.48E-17,3.83E-19,2.01E-18,7.86E-17,3.22E-18,6.27E-14,4.62E-18,2.52E-20,8.47E-18,1.67E-17,6.32E-18,6.06E-17,4.63E-19,4.27E-19,7.08E-16,4.54E-17,4.55E-17,4.84E-18,2.00E-17,0.999999996,TRUE,TRUE
9.82E-18,2.85E-18,9.38E-34,3.04E-17,1.30E-18,6.46E-17,3.08E-19,1.38E-16,1.14E-19,2.03E-17,7.50E-19,8.62E-18,6.65E-18,3.92E-19,3.38E-18,1.26E-16,5.08E-18,4.51E-14,5.50E-18,2.97E-20,4.07E-18,2.02E-17,3.16E-18,5.62E-17,4.04E-19,4.23E-19,5.00E-16,4.99E-17,5.60E-17,2.68E-18,9.82E-18,0.999999997,TRUE,TRUE
9.82E-18,2.46E-18,9.38E-34,3.04E-17,1.30E-18,6.46E-17,5.39E-19,2.41E-16,9.80E-20,3.61E-17,6.76E-19,8.62E-18,5.68E-18,3.95E-19,5.92E-18,1.25E-16,5.05E-18,4.50E-14,5.50E-18,2.96E-20,4.06E-18,2.01E-17,3.14E-18,5.62E-17,4.04E-19,4.21E-19,5.00E-16,4.99E-17,5.60E-17,2.68E-18,9.82E-18,0.999999997,TRUE,TRUE
