f1	f2
0.8519137596	-0.7733662531
0.8514873075	-0.7733186754
0.8510567523	-0.7731151655
0.8508868802	-0.7729919284
0.8478173886	-0.7665950862
0.8474596413	-0.7653379347
0.8451410523	-0.7546291576
0.8424853182	-0.7369865697
0.8421252811	-0.7341601612
0.8419161473	-0.732471301
0.8415192579	-0.7291714259
0.841012038	-0.7247743118
0.8395756786	-0.711238207
0.8388225184	-0.7035079624
0.8382002338	-0.6967972138
0.8371935038	-0.6853280282
0.8371707154	-0.6850597281
0.8359122461	-0.6696542983
0.8354284486	-0.6634274698
0.8336027977	-0.6384422198
0.8323965414	-0.6206750431
0.8323377841	-0.6197846028
0.830177793	-0.585483932
0.6524991257	-0.4582632745
0.6523742447	-0.4582572097
0.6521586249	-0.4582229804
0.6520165925	-0.458184001
0.6512660993	-0.4577615758
0.6512659885	-0.4577614867
0.6511782612	-0.4576883616
0.6490157137	-0.4543205636
0.6464320375	-0.4463852594
0.6284398964	-0.2824528123
0.6165165358	-0.09092228939
0.6165165358	-0.09092228939
0.6068618304	0.09117584379
0.2458909675	0.2602810076
0.2182699122	0.4142929937
0.1994615119	0.5567630156
0.1906819167	0.6183542744
0.1877881594	0.6369445805
0.1877881579	0.6369445901
0.1877881565	0.6369445984
0.1877881562	0.6369446
0.1834142864	0.6630339372
0.08207850269	0.6696977254
0.08207850269	0.6696977254
0.04950580378	0.7280011762
0.02955409468	0.8044228778
0.02679635134	0.8163176336
0.01522618784	0.8695967875
0.01368972406	0.8772891217
0.01242690714	0.8837947861
0.008961997011	0.9028421346
0.004034869334	0.9359692906
0.002406703727	0.9507600385
0.001533983678	0.9607599999
0.001242433454	0.9647033479
0.001053042063	0.9675145597
0.000941281373	0.9692918631
0.0005793092008	0.9759206145
0.0004735725996	0.9782312313
0.0003026671353	0.9825997908
0.000144078014	0.9879960977
9.246859049e-05	0.9903836724
7.864152392e-05	0.9911318001
6.074150111e-05	0.9922062007
4.978035849e-05	0.9930297402
6.680993744e-07	0.9991826265
4.747490544e-07	0.9993109796
4.299511556e-07	0.9993442937
3.141548976e-07	0.9994395048
3.121513585e-07	0.9994412949
2.791227319e-07	0.9994716793
1.598024052e-07	0.999600328
1.226059627e-07	0.9996498487
1.196954088e-07	0.9996540298
8.669376702e-08	0.9997055619
8.126613504e-08	0.9997149278
3.5699041e-08	0.9998110581
2.143157449e-08	0.9998536047
2.101415027e-08	0.9998550374
1.956252295e-08	0.9998601339
1.641288742e-08	0.9998718931
1.509021904e-08	0.9998771577
1.509021904e-08	0.9998771577
1.423777629e-08	0.9998806778
6.571960271e-09	0.9999189324
6.174433077e-09	0.9999214277
6.155955584e-09	0.9999215454
6.069903852e-09	0.9999220904
6.010854426e-09	0.9999224703
4.198519255e-09	0.999935204
4.140358797e-09	0.9999356544
2.945583842e-09	0.9999457268
2.207166743e-09	0.9999530195
2.142563427e-09	0.9999537122
1.429674329e-09	0.999962189
9.016855145e-10	0.999969982
6.689288874e-10	0.9999741363
5.450414101e-10	0.9999766548
5.192003299e-10	0.9999772198
5.100098938e-10	0.9999774166
3.273455937e-10	0.9999819073
3.253506036e-10	0.9999819625
2.701150221e-10	0.9999835658
2.701148768e-10	0.9999835659
2.688343668e-10	0.9999836051
2.589163997e-10	0.9999839097
2.424301266e-10	0.9999844308
2.082708195e-10	0.9999855684
5.882680551e-11	0.9999923301
4.30204278e-11	0.999993441
2.740614394e-12	0.9999983445
2.002026358e-12	0.9999985851
1.999533724e-12	0.9999985871
1.999533724e-12	0.9999985871
1.993156714e-12	0.9999985894
1.145258322e-12	0.999998931
1.141496053e-12	0.9999989327
1.047668032e-12	0.9999989764
1.047668032e-12	0.9999989764
1.047538816e-12	0.9999989765
1.047536999e-12	0.9999989765
8.716038675e-13	0.9999990664
6.013778629e-13	0.9999992245
5.942501873e-13	0.9999992291
2.576686619e-13	0.9999994924
2.010033532e-13	0.9999995517
1.997049811e-13	0.9999995531
1.974007866e-13	0.9999995557
1.958385498e-13	0.9999995575
1.925900268e-13	0.9999995612
1.925900268e-13	0.9999995612
1.925883881e-13	0.9999995613
1.922813987e-13	0.9999995616
1.883444912e-13	0.999999566
1.831607458e-13	0.9999995721
1.678112976e-13	0.9999995904
1.475029876e-13	0.9999996159
1.471974819e-13	0.9999996163
1.29620333e-13	0.99999964
1.240876648e-13	0.9999996477
1.147628425e-13	0.9999996612
