f1	f2
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.655172	5.91417
0.633202	6.14683
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.288939	6.28102
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28274	6.46889
0.28166	6.61218
