8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.47296e-02	1.56300e-02	1.72640e-01	1.31363e-01	2.44987e-03	2.39036e-02	3.98300e-03	1.63603e-01	3.71936e-01	1.92199e-01
8.45531e-02	3.03302e-02	3.57559e-01	3.66901e-01	3.58088e-02	7.04292e-03	3.38759e-02	1.61836e-01	3.71936e-01	1.92188e-01
