x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,f1,isFeasible,isFrontier
-4.737660488253992,0.919980536158346,-3.7145335499455028,-1.4489806391128202,2.445905388846028,1.2866230734823896,2.65259206065456,-4.4996873371645005,5.043683492500825,4.714300687944291,-7505.855912169878,True,False
3.100056835331393,2.2964615610238175,3.7187553518703984,0.2140062869854784,1.6795283052510932,3.698273015969046,0.18084068298872324,-1.4470782065958083,-4.732614997789392,4.939625694764843,-18530.291961207156,True,False
4.096983120480332,1.27000438710225,-2.1530992144222587,3.156709068790188,2.4278112108837444,-4.328415438791419,5.018540025509828,-1.0364993148029127,-2.6532807232108304,-0.5840464942362029,-246775.45388428366,True,False
3.1825629993331708,3.125447170465706,-2.5364147069655645,-2.636303517262363,4.524865322398726,0.6640642834293837,-3.0937261399285543,4.0795650261095675,-1.9200280830275274,1.2898244676902202,9335.135474347642,True,False
3.219795051702552,-3.490974562062344,2.0459126876958393,1.3003467478460848,-3.1966262008404525,4.889263706611177,-5.019687286221152,-3.4295058773402154,-1.6981858758748576,0.1744111106288253,-250.9941792605368,True,False
3.641911433843167,3.961360289489657,-2.695375565880413,4.921552588237415,-3.9348094471072814,-4.717027204775864,4.555096103243124,-5.0164915711441,-4.841089409278986,-1.3223205159964322,19.024296889886614,True,False
-0.8954536465797263,-0.9890346566305355,1.585068238930262,3.950230055253442,0.9602287250842734,-4.890249064462429,4.250534292821506,-3.208006352060738,-0.03578921784731648,-3.4521485511392527,-30321.189034374394,True,False
3.6069179577670694,-4.790094916324273,-2.1340888613534723,-0.35005354547564005,4.903935238635267,-0.7454902763201767,4.084683930528068,0.9415883634762947,-1.3120545637488927,1.0759136616843126,174093.75997806288,True,False
3.6621212123457534,-2.882634508550299,0.7703392829143612,3.291876306788418,4.875042525197779,-3.9191457065941657,-0.7628573751848158,-2.9870584801891047,2.7754771758949826,2.2564342768204124,1198989.19593898,True,False
1.067529530990492,1.0651144643375057,-1.9114590230876582,4.9575157368108655,5.047980639352449,1.0708424881412775,3.115142107881481,0.6553831907323246,-2.1609244951347004,-1.8907377706154747,1640.7729966459435,True,False
3.525135264262701,4.634713108753816,-1.70814500704093,0.22527505282166493,2.728685446102391,3.708833450504347,4.479701193494774,-1.3908073990418313,2.5045014822736755,-3.628401505472452,1860.2175204414596,True,False
2.508645939980724,5.066794877792588,1.6718638486140618,4.522223706846124,-1.9799349370959782,2.2544416718950444,4.817272436180081,3.7152978859121264,3.5737671745720476,0.9915383958503821,-5681.533399325393,True,False
-0.7901400803171386,2.4842109299935022,4.343457256027546,0.1571071033718246,-4.660039140034432,1.0200885578379864,4.67672311168785,4.691170288085642,-0.5727657716317873,-0.9246463550322361,848943.3035237937,True,False
3.468264691120189,4.018806605664745,0.7627199728179768,4.433465754006431,-2.6087672401479254,4.686396850727737,3.7212075374096085,1.376087231776414,-3.720248331902523,1.9977533643099026,539.8849899531674,True,False
5.049636843215511,4.952233320570847,-3.6394060623775433,1.858151194208736,1.73263743028616,4.4397146235324465,3.789138236417029,2.7135344194741746,-4.436065844422249,4.6147305901505025,-274676.6006604525,True,False
2.425034671197588,2.0989643593112532,-4.674608856333496,-2.8113815134487368,2.583928101677727,0.9607103307628819,3.7729066475925728,-0.79164815884493,-4.8609293608372095,1.9323613495451823,-617.2558314883081,True,False
-0.2954235448306495,3.896352084553831,-3.476051665469476,1.5037165142656992,4.2036594951006645,-4.014216956502295,4.794257082475669,-0.1623192819266217,-0.6622943409757518,-2.545996357156598,3237246.0590115357,True,False
4.727133910081135,-0.16002186583843403,-2.90801938388696,4.500558709499715,2.521454279720684,0.46994568043077845,2.4578741890320654,-4.801774117017673,-2.2315678365459317,-2.4225214619967845,-2240.6327315072244,True,False
4.694872299596458,-4.585805510376991,1.6287910287196246,5.0367044719467895,-1.1958813161735011,-0.6459236347870032,4.376303323705537,-0.9719839891086774,-4.408368474489044,1.7123618565684815,-2284308.941928736,True,False
3.961899359692733,-3.6059888892204057,4.41348433335566,3.0937755544600587,-4.940748036544169,-2.986579217329596,4.9012919529567665,-4.555501828724217,-4.74050588291856,0.3600189690017328,5061.849708222182,True,False
3.852774922668342,-4.4613954818661465,2.980009198438379,4.902128337903331,0.05541015729609722,0.9402510164472151,4.360435220439412,0.29170054982463167,-4.82891763826001,-0.6444969983837234,172595.76897814975,True,False
4.259589871081498,-4.87923175363494,-0.5234317432271449,4.857073007010937,-5.004259033972312,-3.027287150612068,4.127952560107753,4.053642954514329,-1.8806745832115976,3.412247403341518,-651025.4716678009,True,False
2.140896941093615,-3.5018919120989027,-1.097699459247135,4.60030317428618,-0.888902877284603,0.35201206637250415,3.4368862901128017,-0.8116846183134496,-1.5608665749906248,4.92198390787141,6004525.573872874,True,False
4.529629574069516,-4.82095012928708,3.2546383453749206,4.2377164572827235,-3.6823898962331496,-3.250445431845269,4.490544130003012,4.13468125268981,-4.5595306846989905,2.26830122703691,-331.26526260359134,True,False
